",""IMDB_ID"",""MOVIELENS_ID"",""TITLE"",""GENRES_CODE"",""YEAR"",""LENGTH"",""POSTER"",""YOU_TUBE_ID"",""IMDB_RATING"",""IMDB_VOTES"",""f1"",""f2"",""f4"",""f6"""
"6011,""tt1042877"",64229,""Cadillac Records"",""0000000100001000000"",2008,""109 min"",""MV5BOTI4NTEyMDc3Ml5BMl5BanBnXkFtZTgwMDQ4MjkyMTE@._V1_SX300.jpg"",""1309MEQ4b30"",7,14993,0.602796964253,0.697124419192,0.772450596458,0.572882409566"
"6012,""tt0450314"",64231,""Punisher: War Zone"",""1000010100000000100"",2008,""103 min"",""MV5BMTM4OTQyODk0NF5BMl5BanBnXkFtZTcwMzQwNDQwMg@@._V1_SX300.jpg"",""liABMxEvPAc"",6,47123,0.615495198266,0.450634435067,0.542747558328,0.571112157052"
"6015,""tt1068634"",64385,""Body of War"",""0000001000000000010"",2007,""87 min"",""MV5BNDQ5MTY5MzQwMF5BMl5BanBnXkFtZTcwOTg1Mjc1MQ@@._V1_SX300.jpg"",""1HZuQkITY64"",7.9,498,0.697381973984,0.708461104269,0.759631977398,0.582499140915"
"6016,""tt0878134"",64418,""A Man Named Pearl"",""0000001000000000000"",2006,""78 min"",""MV5BMTQ0NDEwMTY1NF5BMl5BanBnXkFtZTcwODI2NDkzMQ@@._V1_SX300.jpg"",""NVb4NkKJv1Q"",7.9,266,0.654331625957,0.674374985791,0.667904782342,0.615495198266"
"6019,""tt1068649"",64701,""I've Loved You So Long"",""0000000100000100000"",2008,""117 min"",""MV5BMTY1Njg2ODI1Ml5BMl5BanBnXkFtZTcwMzkzNzQ5MQ@@._V1_SX300.jpg"",""v2iSfhlNXZk"",7.6,17514,0.632123317718,0.41479853567,0.443764330568,0.58810887112"
"6026,""tt1068680"",64969,""Yes Man"",""0000100000000000000"",2008,""104 min"",""MV5BNjYyOTkyMzg2OV5BMl5BanBnXkFtZTcwODAxNjk3MQ@@._V1_SX300.jpg"",""N7CTxhqExao"",6.8,264830,0.665003960344,0.63870459605,0.678252727059,0.606860784971"
"6028,""tt1028539"",65033,""Girls Rock!"",""0000001000000000000"",2007,""90 min"",""MV5BMzM3NTk4MDA4Nl5BMl5BanBnXkFtZTcwNTA4MzI2Mw@@._V1_SX300.jpg"",""bjdPmJs9PiQ"",7.1,145,0.58275392212,0.706109666423,0.818347921208,0.64318194772"
"6030,""tt0025464"",65091,""Manhattan Melodrama"",""0000010100000010000"",1934,""93 min"",""MV5BMTEwOTIzNTEzMDBeQTJeQWpwZ15BbWU4MDE5Mzk3MjEx._V1_SX300.jpg"",""RTff7Yr7ZtA"",7.2,2511,0.806504542713,0.682991248601,0.676980228308,0.625931308883"
"6031,""tt0483756"",65181,""Nobel Son"",""0000110100000000100"",2007,""110 min"",""MV5BODI4OTc2MDY1NF5BMl5BanBnXkFtZTcwNTM0NDIwMg@@._V1_SX300.jpg"",""mMLx575xtkE"",6.4,4979,0.616563513914,0.706611136311,0.879755860152,0.598132310798"
"6034,""tt0822832"",65230,""Marley & Me"",""0000100100000000000"",2008,""115 min"",""MV5BNTU1OTg1MTc3OV5BMl5BanBnXkFtZTcwMjI0OTc5MQ@@._V1_SX300.jpg"",""Nrg3kEGbp5w"",7.1,113389,0.618527467329,0.622648095634,0.735402763529,0.609562306168"
"6040,""tt1220719"",65514,""Ip Man"",""1000000100000000010"",2008,""106 min"",""MV5BMjE0NDUzMDcyOF5BMl5BanBnXkFtZTcwNzAxMTA2Mw@@._V1_SX300.jpg"",""SZtSwjk4aD8"",8.1,156451,0.676923814672,0.790106432516,0.734910963389,0.614802771276"
"6041,""tt0901476"",65585,""Bride Wars"",""0000100000000010000"",2009,""89 min"",""MV5BMTA2MjU3NjQ3NzReQTJeQWpwZ15BbWU3MDEyNzE4OTE@._V1_SX300.jpg"",""f0Osia6HHXs"",5.4,76553,0.693513438338,0.791097705982,0.532303176237,0.633164857328"
"6042,""tt0092732"",65612,""Castaway"",""0100000100000000000"",1986,""117 min"",""MV5BMTk1MDEzNTkwOF5BMl5BanBnXkFtZTcwODIwODEyMQ@@._V1_SX300.jpg"",""9C9SwPXbAlY"",5.9,2440,0.566288395963,0.66853582121,0.701078592038,0.616937735853"
"6045,""tt1114740"",65802,""Paul Blart: Mall Cop"",""1000110000000000000"",2009,""91 min"",""MV5BMTM2NzA1MzE1NF5BMl5BanBnXkFtZTcwOTYyNDIzMg@@._V1_SX300.jpg"",""LphF3NeOcwo"",5.2,82237,0.582518409899,0.630082138774,0.748575400017,0.613796837949"
"6046,""tt0472198"",65810,""Notorious"",""0000000100001000000"",2009,""122 min"",""MV5BMjA3ODUwOTg2NF5BMl5BanBnXkFtZTcwNjgwOTUwMg@@._V1_SX300.jpg"",""kDDv6pAbN_U"",6.6,29266,0.579014998516,0.639218212435,0.788849877204,0.613552302836"
"6049,""tt0963194"",65868,""Repo! The Genetic Opera"",""0000000010101000000"",2008,""98 min"",""MV5BMTc5NjA0MjM3Nl5BMl5BanBnXkFtZTcwMTIwOTkwNQ@@._V1_SX300.jpg"",""xETgGym8cnE"",6.7,20101,0.58258617958,0.633053134874,0.864802103703,0.606545943165"
"6050,""tt0815245"",65882,""The Uninvited"",""0000000100100100100"",2009,""87 min"",""MV5BOTY0OTc3OTkyNV5BMl5BanBnXkFtZTcwMTg4Nzc5MQ@@._V1_SX300.jpg"",""j47xLHZEvb4"",6.4,59194,0.5208765231,0.578332329043,0.552382560877,0.590264881572"
"6055,""tt1092082"",66015,""Passchendaele"",""1000000100000010010"",2008,""114 min"",""MV5BMTcwOTAyMjEzMV5BMl5BanBnXkFtZTcwNjU5OTQzMg@@._V1_SX300.jpg"",""7ElZkSKxivE"",6.6,6811,0.642027632476,0.683597356694,0.608723289675,0.659535146042"
"6057,""tt0465580"",66171,""Push"",""0000000000000001100"",2009,""111 min"",""MV5BMTM2NjE5NTYzMl5BMl5BanBnXkFtZTcwNzc3OTMyMg@@._V1_SX300.jpg"",""Pl3KNqCEtQ4"",6.1,88788,0.370371281411,0.787257652932,0.769183180278,0.724292430074"
"6059,""tt0065867"",66279,""Husbands"",""0000000100000000000"",1970,""131 min"",""MV5BMTkxMTg2NjY4MV5BMl5BanBnXkFtZTcwODY0ODEyMQ@@._V1_SX300.jpg"",""YRJ8VecuWEQ"",7.6,3273,0.71446820023,0.761915655119,0.777450722162,0.717539070422"
"6061,""tt0814685"",66310,""Frontier(s)"",""0000000100100000100"",2007,""108 min"",""MV5BMTIyODk1MDMzOF5BMl5BanBnXkFtZTcwMTY2MTU2MQ@@._V1_SX300.jpg"",""SonfdFWDlMg"",6.3,19653,0.556866484369,0.715643326466,0.591426113352,0.633366330406"
"6062,""tt0961108"",66330,""Fireflies in the Garden"",""0000000100000000000"",2008,""120 min"",""MV5BMTQ2NjMzMzIzN15BMl5BanBnXkFtZTcwMDM2MzU3Ng@@._V1_SX300.jpg"",""EhPPZjgnTQQ"",6.5,10396,0.615624881133,0.707703317303,0.601024573221,0.65694328556"
"6063,""tt0275434"",66354,""Jesus Christ Superstar"",""0000000100001000000"",2000,""107 min"",""MV5BMTgyNzg0NTI3OV5BMl5BanBnXkFtZTcwNTA4NTAzMQ@@._V1_SX300.jpg"",""qdJ0tqEaGjI"",7.3,1718,0.592555228191,0.714840911122,0.568420175776,0.614741539623"
"6065,""tt0414510"",66553,""Show Me"",""0000010100000000100"",2004,""97 min"",""MV5BMjE3Mjk4NDY4MF5BMl5BanBnXkFtZTcwNTg0MDIzMQ@@._V1_SX300.jpg"",""AxuvuFpNWhw"",6,361,0.636565621051,0.721349191176,0.625863001677,0.665172291633"
"6066,""tt1142800"",66659,""Madea Goes to Jail"",""0000110100000000000"",2009,""103 min"",""MV5BMTk1Nzg0MDIxM15BMl5BanBnXkFtZTcwMjk5ODkyMg@@._V1_SX300.jpg"",""61AeW3d3fWo"",4.1,9409,0.656974011978,0.726055365219,0.680526649302,0.625434437134"
"6067,""tt1176740"",66665,""Away We Go"",""0000100100000010000"",2009,""98 min"",""MV5BMTYxNzE3NjAwMl5BMl5BanBnXkFtZTcwODkxOTI0Mg@@._V1_SX300.jpg"",""sKiwx1XghhY"",7.1,45418,0.715763166832,0.747743660867,0.541217712816,0.626246838044"
"6069,""tt0901487"",66785,""The Good, the Bad, the Weird"",""1100100000000000001"",2008,""130 min"",""MV5BMjM0NTE3NjkyNl5BMl5BanBnXkFtZTgwMzQyNzE1MjE@._V1_SX300.jpg"",""2CYE-YHU6og"",7.3,25434,0.624681665676,0.734191289768,0.598545447248,0.682709505301"
"6070,""tt0102802"",66915,""Rock-A-Doodle"",""0111000000001000000"",1991,""77 min"",""MV5BMTU5Njk5OTAwMl5BMl5BanBnXkFtZTcwNDkwODU2NA@@._V1_SX300.jpg"",""w7axM3VHFqs"",6,5852,0.55537624712,0.738869911179,0.688360957785,0.678428590552"
"6075,""tt1155056"",67087,""I Love You, Man"",""0000100000000000000"",2009,""105 min"",""MV5BMTU4MjI5NTEyNV5BMl5BanBnXkFtZTcwNjQ1NTMzMg@@._V1_SX300.jpg"",""7DNNgvnnWLA"",7.1,162496,0.643338914525,0.649967277559,0.599985001458,0.578553525489"
"6077,""tt0862846"",67267,""Sunshine Cleaning"",""0000100100000000000"",2008,""91 min"",""MV5BMTU4MzUzMTg4M15BMl5BanBnXkFtZTcwNDY2MjUyMg@@._V1_SX300.jpg"",""iHDXkV6T_N8"",6.9,60455,0.734137633521,0.678428590552,0.57215416393,0.653683164359"
"6079,""tt1124039"",67361,""Echelon Conspiracy"",""1000000000000100100"",2009,""105 min"",""MV5BMTg2NzQzNzQ2NF5BMl5BanBnXkFtZTcwOTE5MTMyMg@@._V1_SX300.jpg"",""gNmnVoc0SyQ"",5.8,16690,0.468916458146,0.687624928766,0.72904511982,0.682629210321"
"6085,""tt1197628"",67695,""Observe and Report"",""1000100000000000000"",2009,""86 min"",""MV5BMjA2MzMzODExOF5BMl5BanBnXkFtZTcwMjkzNzA0Mg@@._V1_SX300.jpg"",""ekAQzff95E8"",5.8,51628,0.667567771577,0.66609138553,0.746240135063,0.671658739132"
"6086,""tt1091722"",67734,""Adventureland"",""0000100100000000000"",2009,""107 min"",""MV5BMTI1NTYyMjA2N15BMl5BanBnXkFtZTcwNjU1OTA0Mg@@._V1_SX300.jpg"",""gfPE_MEKipM"",6.8,127394,0.619083646688,0.780601640063,0.669286663081,0.671483949937"
"6087,""tt0418586"",67784,""The Cake Eaters"",""0000000100000000000"",2007,""86 min"",""MV5BNjU5NzY2MTk1NV5BMl5BanBnXkFtZTcwNTI3MjY2Mg@@._V1_SX300.jpg"",""oRJWuLiXtmM"",6.5,5749,0.680548235717,0.625786694451,0.587271890302,0.625149789833"
"6090,""tt1098327"",67867,""Dragonball: Evolution"",""1100000010000001000"",2009,""85 min"",""MV5BMTYzNDM0ODQxMF5BMl5BanBnXkFtZTcwOTMyMzMzMg@@._V1_SX300.jpg"",""mRWIsj1Bmxs"",2.7,54683,0.431488851844,0.744319091957,0.716904136154,0.6125590541"
"6091,""tt0053182"",67890,""Porgy and Bess"",""0000000100001010000"",1959,""138 min"",""MV5BNTY2MTIxNjc5MV5BMl5BanBnXkFtZTYwMzExOTg5._V1_SX300.jpg"",""c4rCDMeJIpw"",7.5,1122,0.801844773078,0.65912658695,0.637701930877,0.606315604843"
"6094,""tt0833960"",67983,""Gardens of the Night"",""0000000100000000000"",2008,""110 min"",""MV5BMTIzMzg4ODgwN15BMl5BanBnXkFtZTcwNDEwNTAwMg@@._V1_SX300.jpg"",""OzG-m-jtJfs"",7,3383,0.551362569941,0.630475463401,0.778045209103,0.605304562151"
"6095,""tt1133991"",68028,""What Doesn't Kill You"",""0000010100000000000"",2008,""100 min"",""MV5BMTU1NzU1MzUyNF5BMl5BanBnXkFtZTcwNjU2ODUxMg@@._V1_SX300.jpg"",""WmRM-QeFGlI"",6.6,9511,0.625656433688,0.633871348728,0.787615761399,0.647490407141"
"6096,""tt0046878"",68044,""Crime Wave"",""0000010101000000000"",1954,""73 min"",""MV5BMTIzMDQ2NTQyOV5BMl5BanBnXkFtZTcwNjc5NDY0MQ@@._V1_SX300.jpg"",""H3BTKD5t6ZY"",7.4,1936,0.723342675022,0.639181779319,0.714715445517,0.637305943688"
"6097,""tt0053220"",68069,""Ride Lonesome"",""0000000000000000001"",1959,""73 min"",""MV5BMTQ0ODEyMjIzMF5BMl5BanBnXkFtZTgwOTU1NjIxMzE@._V1_SX300.jpg"",""ZoRUlV4q_YU"",7.3,2793,0.768805045605,0.646879101476,0.5586756942,0.629158844047"
"6098,""tt0974661"",68135,""17 Again"",""0000100100000000000"",2009,""102 min"",""MV5BMjA2NTI1Mzg3N15BMl5BanBnXkFtZTcwMjYwNjAzMg@@._V1_SX300.jpg"",""UQK5Hh0L1Sg"",6.4,142410,0.60202866991,0.726159562563,0.694452349494,0.638544922483"
"6099,""tt0473705"",68159,""State of Play"",""0000010100000000100"",2009,""127 min"",""MV5BMTI1MTQ4MDIwMl5BMl5BanBnXkFtZTcwNzgxOTc0Mg@@._V1_SX300.jpg"",""s1Sp1QvyQQI"",7.1,111127,0.579539098392,0.625215802665,0.653033167646,0.573426614509"
"6105,""tt1038043"",68263,""Mammoth"",""0000000100000000000"",2009,""125 min"",""MV5BMTYzNzU3OTU2NV5BMl5BanBnXkFtZTcwMDc1NzQ5Mg@@._V1_SX300.jpg"",""sPdZSjCho3w"",6.9,8292,0.724164983919,0.726828749934,0.608287405302,0.670891225726"
"6106,""tt0962736"",68269,""The Young Victoria"",""0000000100000010000"",2009,""105 min"",""MV5BMTM4MjExMDk3NV5BMl5BanBnXkFtZTcwMTU3OTMwMw@@._V1_SX300.jpg"",""WBxWWUOI6Lo"",7.3,43316,0.722426561865,0.725914221436,0.565995838596,0.664692384705"
"6107,""tt0865554"",68288,""The Informers"",""0000010100000000100"",2008,""98 min"",""MV5BMTg2MDEzMDQxOV5BMl5BanBnXkFtZTcwMzcxMTA0Mg@@._V1_SX300.jpg"",""_86n5x3ZISQ"",5.1,14140,0.432336624229,0.630643965188,0.570294739882,0.523407980261"
"6108,""tt1103982"",68324,""The Girlfriend Experience"",""0000000100000000000"",2009,""77 min"",""MV5BMjE5OTY5MDIzM15BMl5BanBnXkFtZTcwNTU4NzQ0Mg@@._V1_SX300.jpg"",""4lriZ2_F7k4"",5.5,13318,0.734655336636,0.638696358096,0.627642833862,0.520217896175"
"6110,""tt1127715"",68347,""Sin Nombre"",""0000010100000000100"",2009,""96 min"",""MV5BMTkxMTQ0NjgwNV5BMl5BanBnXkFtZTcwNzM5MjIzMg@@._V1_SX300.jpg"",""VCaXj-17dgw"",7.6,24735,0.465477473906,0.668450903012,0.629222444026,0.600871974499"
"6111,""tt0210094"",68392,""Happy Campers"",""0000100000000000000"",2001,""94 min"",""MV5BOTE1NzUyNjc5MV5BMl5BanBnXkFtZTcwMjc2NzMyMQ@@._V1_SX300.jpg"",""fAycfu05amM"",5.6,2369,0.64861093557,0.667874635838,0.785863206713,0.60994487429"
"6113,""tt0880648"",68548,""Shuttle"",""0000010100100000100"",2008,""107 min"",""MV5BMjE1MTYwMDExOV5BMl5BanBnXkFtZTcwMTQxMjI0Mg@@._V1_SX300.jpg"",""8kobmtKcpsI"",5.7,4553,0.549597085027,0.695201692038,0.606309634191,0.652065361963"
"6115,""tt1049400"",68612,""Outrage"",""0000001000000000000"",2009,""90 min"",""MV5BOTEyODUzODEyOF5BMl5BanBnXkFtZTcwNTkzMzA1Mg@@._V1_SX300.jpg"",""mduJRZuWfFM"",7.6,1403,0.636514928104,0.714503057617,0.66798369204,0.612064718822"
"6118,""tt0967945"",68674,""The Merry Gentleman"",""0000000100000000000"",2008,""110 min"",""MV5BMTMxNTUxMjcyNF5BMl5BanBnXkFtZTcwMjA1MDE0Mg@@._V1_SX300.jpg"",""YXoJEY6ficY"",6.6,2159,0.695701981949,0.693064732155,0.566338726363,0.706570988203"
"6119,""tt0996605"",68690,""Love Songs"",""0000000100001000000"",2007,""91 min"",""MV5BMTg1NjM3NDIzOV5BMl5BanBnXkFtZTcwMjkyOTg1MQ@@._V1_SX300.jpg"",""lpCAppsZjZ4"",7.2,7116,0.645144796317,0.689396849399,0.718763759395,0.663487333859"
"6120,""tt1082853"",68749,""Management"",""0000100000000010000"",2008,""94 min"",""MV5BMTI0Njg2MTg4OV5BMl5BanBnXkFtZTcwOTgyNjg0Mg@@._V1_SX300.jpg"",""0FcMpO34kG8"",5.9,14765,0.70600947899,0.691176038353,0.594503366407,0.656653619803"
"6121,""tt1078912"",68793,""Night at the Museum: Battle of the Smithsonian"",""1000100000010000000"",2009,""105 min"",""MV5BMjAzMzc0MzM3MF5BMl5BanBnXkFtZTcwNjUzODkyMg@@._V1_SX300.jpg"",""jTWwF3_Oe6A"",5.9,125238,0.64368371457,0.662404520662,0.576255368526,0.639789635843"
"6122,""tt0476991"",68835,""Were the World Mine"",""0100000010001010000"",2008,""95 min"",""MV5BODcwMzkyOTMyM15BMl5BanBnXkFtZTcwMTA2Mjg5MQ@@._V1_SX300.jpg"",""Ygm_BmGYoJE"",7,4218,0.462673326286,0.611823542244,0.72738583893,0.712076558937"
"6127,""tt0990404"",68901,""Chop Shop"",""0000000100000000000"",2007,""84 min"",""MV5BMjE0ODUwNzk1MF5BMl5BanBnXkFtZTcwNzI2OTc1MQ@@._V1_SX300.jpg"",""5fUjusA87QI"",7.4,3471,0.606357952825,0.668682299596,0.751476939896,0.722081163447"
"6128,""tt0844708"",68941,""The Last House on the Left"",""0000000100100000100"",2009,""110 min"",""MV5BMjExMTM4MDAwOF5BMl5BanBnXkFtZTcwODcyMDIzMg@@._V1_SX300.jpg"",""AR4qYK6W0eU"",6.6,65690,0.571633839508,0.521872961576,0.549828190063,0.688270518666"
"6130,""tt1314280"",69103,""Welcome"",""0000000100000000000"",2009,""110 min"",""MV5BMjEzMjc3NzU3Nl5BMl5BanBnXkFtZTcwODU5OTMzMw@@._V1_SX300.jpg"",""t40ANH4Pe14"",7.6,5844,0.687256075488,0.708373608183,0.551540927589,0.703868733979"
"6132,""tt0106827"",69227,""Ernest Rides Again"",""0001100000000000000"",1993,""96 min"",""MV5BNzRlMzgwNzEtYWMwYi00N2RjLWFmZDctOGRlNDQ0YWZmMGM4XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg"",""qgUGuhBiNWQ"",5,1490,0.659463167921,0.527538583329,0.629687128786,0.709937536122"
"6134,""tt1122599"",69302,""Momma's Man"",""0000000100000000000"",2008,""94 min"",""MV5BMTcwNDgyOTk3M15BMl5BanBnXkFtZTcwMjIxNzI5MQ@@._V1_SX300.jpg"",""1q7fTxeZgVU"",6.1,522,0.660908960442,0.537137228656,0.557270773291,0.70308805297"
"6136,""tt0997147"",69372,""Big Man Japan"",""0000100000000001000"",2007,""113 min"",""MV5BMTgyMjQ5MTc3OV5BMl5BanBnXkFtZTcwNjUwMzY0Mg@@._V1_SX300.jpg"",""Adnl0mRxwm4"",6.3,2558,0.596459746738,0.565990146561,0.673112752388,0.702996031476"
"6137,""tt0053917"",69429,""Home from the Hill"",""0000000100000010000"",1960,""150 min"",""MV5BMTYyNDAwODE0MV5BMl5BanBnXkFtZTgwNDU0OTgxMTE@._V1_SX300.jpg"",""AeAzGxWlEcg"",7.5,2090,0.734344696993,0.544603873174,0.216729976444,0.710561718794"
"6138,""tt0962774"",69438,""O'Horten"",""0000100100000000000"",2007,""90 min"",""MV5BMTMxNTE0NzgyMl5BMl5BanBnXkFtZTcwMTIxNzMwMg@@._V1_SX300.jpg"",""Df9ZG3emiog"",6.8,3278,0.776915938978,0.540602927528,0.3185100734,0.706738705816"
"6140,""tt0073260"",69453,""The Land That Time Forgot"",""0100000000000001000"",1975,""90 min"",""MV5BMTUzMDcwMDAzOV5BMl5BanBnXkFtZTcwMTQ5ODg0NA@@._V1_SX300.jpg"",""d0K97czqecQ"",5.7,3545,0.73371109935,0.576318592668,0.673754756513,0.732054065891"
"6145,""tt0910847"",69495,""Breakfast with Scot"",""0000000100000010000"",2007,""95 min"",""MV5BMjE0ODAxOTEyMl5BMl5BanBnXkFtZTcwMTU1NjM5MQ@@._V1_SX300.jpg"",""VyYciIQy-JU"",6.9,2389,0.62260312569,0.799386518372,0.63568470659,0.80603238167"
"6147,""tt0006206"",69509,""Les vampires"",""1100000100100000100"",1915,""399 min"",""MV5BMTc1NTY3NDIzNl5BMl5BanBnXkFtZTgwNTIyODg5MTE@._V1_SX300.jpg"",""iLMnslWrM2s"",6.8,3018,0.547133147181,0.612000201276,0.614371197394,0.689018991394"
"6148,""tt0436854"",69552,""Tulpan"",""0000100100000000000"",2008,""100 min"",""MV5BMTY0NjM5MDk5N15BMl5BanBnXkFtZTcwOTQ5MjQ0Mg@@._V1_SX300.jpg"",""aZaecdNHLxs"",7.1,2573,0.725096692542,0.616281093152,0.702584600762,0.716669466977"
"6149,""tt1080016"",69644,""Ice Age: Dawn of the Dinosaurs"",""1111100000000010000"",2009,""94 min"",""MV5BMjA4NDI0Mjg4NV5BMl5BanBnXkFtZTcwOTM1NTY0Mg@@._V1_SX300.jpg"",""Y_nSwh2WjAM"",7,158655,0.658335806079,0.519828474867,0.61547605777,0.711380701193"
"6152,""tt0087644"",69699,""Love Streams"",""0000100100000000000"",1984,""141 min"",""MV5BMjI0NzQ4NDk3NF5BMl5BanBnXkFtZTcwMDYzNTg0Nw@@._V1_SX300.jpg"",""Gz38iGh8orc"",7.9,2928,0.766533465989,0.581197977428,0.346120664159,0.616705319582"
"6155,""tt0893402"",69818,""Franklyn"",""0000000110000010100"",2008,""98 min"",""MV5BMTcxMjk3Mzc3NF5BMl5BanBnXkFtZTcwMTA1MzMzMg@@._V1_SX300.jpg"",""M_o5gH-Wsig"",6.2,14512,0.50605084778,0.649557314489,0.680219697132,0.686218144791"
"6158,""tt0034236"",69926,""The Strawberry Blonde"",""0000100000000010000"",1941,""99 min"",""MV5BMTYzMTI3MzMwMF5BMl5BanBnXkFtZTcwMzM1MDAyMw@@._V1_SX300.jpg"",""WUrSwmp4CjI"",7.4,2114,0.858572284226,0.644251452096,0.749353616365,0.643531906023"
"6161,""tt1054606"",69951,""The Imaginarium of Doctor Parnassus"",""0000000110000000000"",2009,""123 min"",""MV5BMTY4Njg4NTA3Nl5BMl5BanBnXkFtZTcwNzYxMzg5Mg@@._V1_SX300.jpg"",""6jU3AimFaz0"",6.9,124005,0.570283866535,0.64194329094,0.656826538399,0.667567771577"
"6163,""tt0938341"",69995,""Tokyo Sonata"",""0000000100000000000"",2008,""120 min"",""MV5BMjA1OTE3ODE3N15BMl5BanBnXkFtZTcwNjQxNDAyMg@@._V1_SX300.jpg"",""lyWp__jXNRw"",7.6,6790,0.690839801292,0.644947661907,0.566122227779,0.646157020393"
"6166,""tt0138541"",70062,""Judas Kiss"",""0000010100000000100"",1998,""98 min"",""MV5BMTQxMjM4NTQxMl5BMl5BanBnXkFtZTcwNjUzMzMzMQ@@._V1_SX300.jpg"",""sTVcCunyoUg"",6.4,3110,0.534566765283,0.648239482843,0.463440017919,0.67616739351"
"6169,""tt0035916"",70157,""The Gang's All Here"",""0000100000001010000"",1943,""103 min"",""MV5BMTk1OTI2ODE3M15BMl5BanBnXkFtZTcwNzA5NTM0MQ@@._V1_SX300.jpg"",""mxJJqr9hpMI"",6.9,1031,0.84910805003,0.661061182089,0.841827208886,0.664818864497"
"6171,""tt0844479"",70206,""The Collector"",""0000010000100000100"",2009,""90 min"",""MV5BMTQ4NTU3OTE3OF5BMl5BanBnXkFtZTcwNTkxMjA3Mg@@._V1_SX300.jpg"",""EE1sL7QWL5c"",6.4,42108,0.43052508464,0.401878113083,0.440879932248,0.582152248384"
"6172,""tt1135503"",70293,""Julie & Julia"",""0000100100000010000"",2009,""123 min"",""MV5BMzA4NjA2NjI2NV5BMl5BanBnXkFtZTcwOTEzNzI2Mg@@._V1_SX300.jpg"",""ozRK7VXQl-k"",7,77054,0.647561814448,0.489790756149,0.634628920154,0.582962903509"
"6173,""tt1129435"",70295,""The Beaches of Agns"",""0000001000000000000"",2008,""110 min"",""MV5BMjEwOTMwNjM1MF5BMl5BanBnXkFtZTcwNDQ0OTk2Mg@@._V1_SX300.jpg"",""J7riVZ6narw"",7.9,1635,0.728306755274,0.450288839058,0.66472651075,0.593121183463"
"6176,""tt0172348"",70418,""Introducing Dorothy Dandridge"",""0000000100001010000"",1999,""120 min"",""MV5BMTQwMDk1MjczNl5BMl5BanBnXkFtZTcwNTg2NjIyMQ@@._V1_SX300.jpg"",""7eOg8o6M-58"",7.1,2558,0.691693915864,0.520080948611,0.622942809957,0.6242491894"
"6178,""tt0783532"",70465,""Gangster's Paradise: Jerusalema"",""1000010100000000000"",2008,""119 min"",""MV5BMTc5OTkyMzMzNl5BMl5BanBnXkFtZTcwNzczNDk0Mw@@._V1_SX300.jpg"",""0d5KdM4tzvI"",7.8,9618,0.674720921644,0.547365182209,0.609548651756,0.599960984533"
"6181,""tt0923811"",70533,""Evangelion: 1.0: You Are (Not) Alone"",""1010000000000001000"",2007,""98 min"",""MV5BNDU0NDQwMTA0N15BMl5BanBnXkFtZTcwNzE3ODY2Mg@@._V1_SX300.jpg"",""Dsn9YjBErC0"",7.8,11835,0.508959408942,0.774780557281,0.68934960404,0.586741054769"
"6184,""tt1185836"",70567,""Adam"",""0000000100000010000"",2009,""99 min"",""MV5BMTkzNzk4NDYwNl5BMl5BanBnXkFtZTcwOTE2MTY1Mg@@._V1_SX300.jpg"",""92U6OnVZG3U"",7.2,28443,0.745302187479,0.615623356093,0.600601601978,0.617926340115"
"6186,""tt1032815"",70663,""I Love You, Beth Cooper"",""0000100000000010000"",2009,""102 min"",""MV5BMTgyNTc2NDM3NF5BMl5BanBnXkFtZTcwNjU3Mzg0Mg@@._V1_SX300.jpg"",""7DNNgvnnWLA"",5.3,27264,0.643338914525,0.594916029228,0.599985001458,0.60284011606"
"6191,""tt0028445"",70871,""A Day in the Country"",""0000000100000010000"",1936,""40 min"",""MV5BMTI0NzU5ODk1Nl5BMl5BanBnXkFtZTcwMzMxNjAyMQ@@._V1_SX300.jpg"",""9-4PIF16f88"",7.8,3797,0.89299594203,0.720097310425,0.973067578969,0.646120515857"
"6192,""tt1095442"",70912,""Goodbye Solo"",""0000000100000000000"",2008,""91 min"",""MV5BMTA3MDQyODE4MTJeQTJeQWpwZ15BbWU3MDcxNjM1MjI@._V1_SX300.jpg"",""85Lxvit2jak"",7.4,4802,0.372928148494,0.688645998197,0.67293430945,0.755872519786"
"6194,""tt0105643"",70946,""Troll 2"",""0000000010100000000"",1990,""95 min"",""MV5BMTM1OTUzOTM2OV5BMl5BanBnXkFtZTcwMzYxNDY3NA@@._V1_SX300.jpg"",""9KCct4RwLNM"",2.7,23802,0.719824037317,0.646729456946,0.707116551987,0.739421507566"
"6195,""tt0823240"",70976,""The Romance of Astrea and Celadon"",""0000000100000010000"",2007,""109 min"",""MV5BMjAxNzg5NzUxNl5BMl5BanBnXkFtZTcwMTA3NDM3Mg@@._V1_SX300.jpg"",""Ei9ad2P8-Nk"",6.5,1086,0.709119950067,0.651333678982,0.666710107611,0.737869494026"
"6196,""tt0116607"",70990,""If These Walls Could Talk"",""0000000100000000000"",1996,""97 min"",""MV5BMTg2NTIzNTk3OF5BMl5BanBnXkFtZTcwNjAwODcxMQ@@._V1_SX300.jpg"",""MdC1XJxbs9o"",7.1,3112,0.494483537572,0.627977018233,0.571209504206,0.723107630815"
